,business_id,name,address,city,postal_code,latitude,longitude,stars,tips,cusines
24234,2xYfiiY37UutDP70h3g81g,Encanto,5225 N Lombard Street,Portland,97203,45.5818344,-122.7220503,4.0,,Mexican
24237,RPkpaKuqcJ_5bflxfyB_cQ,Cackalack's Hot Chicken Shack,26 SE Belmont,Portland,97215,45.5165563,-122.6647677,4.0,,American (New)
24283,54s5ztBl6WVhgHdHtShoKQ,Sushi Sapporo,"9738 SE Washington St, Ste M",Portland,97216,45.5177814,-122.5627544,4.5,LOVE IT this place fireee !! Go try it out !! Delicious sushi at fair price,Japanese
24360,2o1Cqyo93wYAQFZxnJjQsQ,Davidson's Casual Dining,12830 SW Pacific Hwy,Tigard,97223,45.4270707782,-122.7777354004,3.5,"https://www.kptv.com/news/tigard-restaurant-owner-offers-free-christmas-eve-dinner/article_e90d9bb8-26b1-11ea-b033-0f5ab0dd69f1.html

Also, I want to proclaim how very appreciative I am that only service dogs are allowed per the previous tip I read.",American (Traditional)
24377,qd1ZarJvGy9NYgZRXASS6g,Acapulco Mexican Restaurant y Cantina,10566 SE Washington St,Portland,97216,45.5180724,-122.5544966,3.0,,Mexican
24379,1qoBLcAeuLcRhVF67I-AwA,Tammy Kitchen To Go,3323 NE Killingsworth St,Portland,97211,45.5628773,-122.6302503,4.5,,Vietnamese
24391,ZPQY4VrsBhwd6z4dMDrT9Q,Higgins Restaurant,1239 SW Broadway,Portland,97205,45.515572,-122.682,4.0,Garbage foo-foo inedible dreck,American (New)
24392,oZKnFWAQruI1GXIHPwMq9w,Som Tum Thai,601 SE Morrison St,Portland,97214,45.517345399999996,-122.6595992,4.0,,Thai
24429,IUUb4qaJyL-pq0-AVARw2g,All-Spice Deli,911 SW 10th Ave,Portland,97205,45.5185757,-122.6826516,4.5,,Mediterranean
24464,8lyquwnwP_YqCw52jPEVZQ,Mixers Bar & Grill,11920 SW Pacific Hwy,Portland,97223,45.433526,-122.7654157,3.0,,American (Traditional)
24527,p6sXRENH6EMxNkMZGr8w1A,Oaxaca Super Tacos,6306 NE Halsey St,Portland,97213,45.5335311,-122.5987353,4.5,,Mexican
24549,VMWl0P-6S9nvXemAvmxAqw,Julie's Food,SW 5th Ave & SW Stark St,Portland,97204,45.5207826,-122.6764204,4.0,,Chinese
24773,745p5XuflRgwQGywu2WZZg,Duffs Garage Lounge,2530 NE 82nd Ave,Portland,97220,45.54063,-122.57851,3.0,,American (Traditional)
24821,QX6KYb-ysD3PZGOdOT7-yw,Oh Mama’s Kitchen,8500 SE 17th Ave,Portland,97202,45.461287,-122.6465899,5.0,Great food. Authentic Korean ohma cooking authentic Korean food,Japanese
24827,DhG2qy2vrlDplFS6vKYpvw,Pachanga's Taqueria,3893 SW Hall Blvd,Beaverton,97005,45.492124,-122.8066634,3.0,,Mexican
24843,0-ToVc_rvDYKAjNQVAGJwA,Ricos Burritos,4631 N Albina Ave,Portland,97217,45.5567401216,-122.6752150985,5.0,Love these guys! High quality everything. I especially like the chile verde burrito.,Mexican
25008,ExsPDIhdiQ-9tRfxdMJ20w,China Wind Restaurant,8355 SE Powell Blvd,Portland,97266,45.4976845,-122.5763837,3.5,Great steamed chicken!!!!,Chinese
25056,fh2hQUsTU5nghb2LyFfOEg,Rama Thai Restaurant,12874 SW Canyon Rd,Beaverton,97005,45.487862,-122.808984,4.0,Love this place! The food is always of high quality. The portions are great.,Thai
25216,dr53BmsQXqhPcK4hndOtSQ,August Moon,116 SW Clay St,Portland,97201,45.512391,-122.676971,2.5,,Chinese
25282,Z6P-iiwcqYimrV-_oszpQg,Hilton Portland Downtown,921 SW 6th Ave,Portland,97204,45.5173584,-122.6797302,3.5,Great friendly staff!,American (New)
25332,hTCXcKKnbCVR5aDebi-FYw,On Deck Sports Bar & Grill,"225 SW Broadway, Ste 100",Portland,97205,45.5223443,-122.6783525,3.5,,American (Traditional)
25356,O3tFGg1S7NG93XaXLNY0YQ,Robo Taco,607 SE Morrison St,Portland,97214,45.5173515652,-122.6594012082,3.5,"Good food, bad farts. Five stars.",Mexican
25417,6Qq_ikt4NKgpYwiyntIG4w,Mee Sen Thai Eatery,3924 N Mississippi Ave,Portland,97227,45.5512434,-122.6752042,4.0,My favorite Thai in town!,Thai
25534,RjolSzfxkTfw4SDbS5NpGQ,California Tacos,8218 SE Holgate Blvd,Portland,97266,45.4899020233,-122.5785986142,4.0,,Mexican
25643,cvLkq3hxRKH--995r1gv4A,Mediterranean Exploration Company,333 NW 13th Ave,Portland,97209,45.525543646,-122.6844740767,4.5,Some of the best Mediterranean food I've had.,Mediterranean
25663,vxnXKOdHqXHca-7kAAhl3g,Oishi Thai,907 SW Gibbs St,Portland,97239,45.49934,-122.6897571,4.0,,Japanese
25694,a6nRAAAkYFRZEytxtyUX3Q,Sheish Kabob Grill,Sw Washington St & Sw 10th Ave,Portland,97205,45.5213427,-122.681369,3.0,,Mediterranean
25701,Fua4wspyBwJYSC47FlYZSg,Shiki Restaurant,"8931 SE Foster Rd, Ste 105",Portland,97266,45.480746,-122.570284,4.0,,Japanese
25829,YYrk1Yn5POGfJC03nIxHgQ,Villa Angel Taquería,519 SW 9th Ave,Portland,97205,45.5209353,-122.6806066,4.5,,Mexican
25843,dP8kzu89rixfeVFa9j_c7Q,Short Round,3962 SE Hawthorne Blvd,Portland,97214,45.5118698738,-122.6216422766,4.0,Amazing bon mi! Maybe would say best Iv had. 1 off on happy hour!,Vietnamese
25859,JjOoABGI_bODnJzi0pXPxw,Noraneko,1430 SE Water Ave,Portland,97214,45.512368,-122.665523,3.5,One of my fave ramen spots. Get the chicken and curry ramen if you fuck w cilantro.,Japanese
25878,B6UDrbORnp5CwPLtyVYwrw,KOi Fusion,,Portland,97224,45.4081316,-122.80338449999999,4.0,Poor food soggy meat,Mexican
25923,rgNKox1182R0pjAyxHz1DQ,Panda Express,8400 SW Nimbus Ave,Beaverton,97008,45.458936,-122.789042,3.0,,Chinese
25952,ZV6ixgIFXdWECPmYRc6DNA,Ava Gene's,3377 SE Division St,Portland,97202,45.5049056304,-122.6298817629,4.0,Go for brunch. I highly recommend!!,American (New)
25983,7sOgPMutSK8PVENF38hB2A,Rigoberto's Taco Shop,15855 SE Mcloughlin Blvd,Portland,97267,45.4081309797,-122.6262740914,3.5,Love their shrimp tacos!,Mexican
25998,iV1m5bNWATicpdCZ-4Hifg,BLT,1313 NE Alberta St,Portland,97211,45.5592411,-122.6522385,4.5,,American (Traditional)
26002,7mvcTuFEz6h_Bd9DZp-eRg,Tangier Moroccan & Mediterranean Cuisine,221 SW Pine St,Portland,97204,45.5214629,-122.6732146,4.5,Get the cabbage rolls!!,Mediterranean
26020,m6ndbuVttfdAiu8CmJWnxw,Central,220 SW Ankeny St,Portland,97204,45.5224956,-122.6727796,4.0,,American (New)
26026,1JZXR74zaIM2DhpEv-YQJg,Wu's Open Kitchen,15660 SW Pacific Hwy,Tigard,97224,45.4066917,-122.7948631,3.5,Fantastic!,Chinese
26219,fP6Fw0ff7_aedoiRg9v2cQ,Money Bowl,,Portland,97201,45.505603,-122.6882145,3.0,,Chinese
26226,YGOOQNj_VqKl9_v388Qe4Q,Pollo Norte,5427 Ne 42nd Ave,Portland,97218,45.5623782703,-122.6206385312,4.0,,Mexican
26334,7GTHn2SBneV7Hfxn2P04Gg,Mashita Teriyaki,12118 NE Glisan St,Portland,97220,45.5262846,-122.5385429,1.5,,Japanese
26348,fBakj5HdIJMLcEC2b8lNTw,Tecos Mexican Restaurant,4132 SE Powell Blvd,Portland,97202,45.4973122,-122.6191573,3.5,Food was disgusting,Mexican
26387,tBeUzJ5RxNbArmXgQOU3MQ,Somar Restaurant,12590 SW Broadway St,Beaverton,97005,45.4873388,-122.8055804,4.5,,Mediterranean
26431,wsw77Ib7qrTNpVTAHAiUbg,Burrito Bar,911 NW Hoyt St,Portland,97209,45.5273579,-122.6803932,4.0,Sooo good and friendly staff!,Mexican
26434,E2hfpFCvPfcaD_LQ_jT18g,Lemongrass,1705 NE Couch St,Portland,97232,45.5237469,-122.6483405,4.0,,Thai
26443,bbfPJmeePL8RZr8koVC1vQ,Cha Cha Cha Taqueria Thurman,2390 NW Thurman St,Portland,97210,45.5352682,-122.7006999,4.0,,Mexican
26484,5Hyu7_OmPAj7TmQiQ60Qcw,The Orient Chinese Restaurant,1025 NE Broadway St,Portland,97232,45.5352253,-122.6549357,3.0,,Chinese
26525,IHKC1zhWQ_kV9_vuEc4GvA,Tokyo Grill,6551 SW Beaverton Hillsdale Hwy,Portland,97225,45.487612,-122.744254,4.0,This place is bomb! Spicy chicken is our go to!,Japanese
26569,XYI4h0Jz6cCsPWuoMtp5Dg,Poco India,8145 SE 82nd Ave,Portland,97266,45.4635208,-122.5795807,4.5,,Mexican
26719,px67zJJntVrgXq6yphXn-Q,Legin Restaurant,8001 SE Division St,Portland,97206,45.5057328,-122.5809748,2.5,,Chinese
26777,94t4-6E819Zakw-7RUMbjA,Tennessee Red's BBQ,2133 SE 11th Ave,Portland,97214,45.5073625,-122.6549057,3.0,,American (Traditional)
26832,M_mFA6lalmMjuw5Ad927-w,Baba’s Mediterranean Grill,2026 NE Alberta St,Portland,97211,45.5589503,-122.6442587,4.5,"Stale food, not slot of flavor sadly, some of meet was raw, and was out of tzatziki.",Mediterranean
26866,Gg1jgbHgREMZDYCTZxAjSA,Hastings American Eatery,7000 NE Airport Way,Portland,97218,45.5892013,-122.5934769,1.5,,American (Traditional)
26899,n73rxa6e6-fTIxQzfv4BuA,Mother’s Bistro & Bar,121 SW 3rd Ave,Portland,97204,45.522196,-122.673868,4.5,"Excellent comfort food. A little pricey. I return at least
Once a month.",American (Traditional)
26933,bMcZJ3P06PlIpNcMS0W4og,P.F. Chang's,7463 SW Bridgeport Rd,Tigard,97224,45.395697,-122.7524278965,3.0,I love the food and service there.,Chinese
26960,ick6qFFuPlT25No1rQb7bA,Teriyaki Express,15969 SW 72nd Ave,Portland,97224,45.4052997,-122.7491436,3.5,"Ehhhh fairly tasty, a little disrespect and then some ehhh",Japanese
26994,A0SYDO3rzf0cyN94yp0CQQ,Koi Gardens Vietnamese Cuisine,10041 NE Glisan St,Portland,97220,45.5265299,-122.5599356,4.5,Gi cun to đùng toàn là rau và bún. Ăn 1 ln trn luôn,Vietnamese
26998,xxjGT-168q3JhU50MJ_QfQ,The Bitter End Pub,1981 W Burnside St,Portland,97205,45.5232047,-122.6921107,2.5,,American (Traditional)
27053,Mtflfhc3oLiD9Gm5cTVZhw,Shandong Restaurant,3724 NE Broadway St,Portland,97232,45.5350058,-122.6243404,3.5,Delicious and helpful,Chinese
27069,2JUVSceit_tqtUwctTz2VQ,Lela's Bistro,1524 NW 23rd Ave,Portland,97210,45.5337897,-122.6985245,4.5,Great food! Our pick for pho in Portland.,Vietnamese
27116,-3jJSQtMfsGacIUHaFcZbQ,Bonsai By Sake Japanese & Thai Cuisine,"615 SW Broadway, Ste 102",Portland,97205,45.5198128895,-122.679629511,4.0,Very good food! Love the vibe in this place too. Family friendly as well,Japanese
27274,L1he7H2_XC6j-70dTE4OMw,August Moon Chinese Restaurant,405 NW 23rd Ave,Portland,97210,45.5256687,-122.6986228,2.5,They take for ever for your food to be ready for us delivery drivers,Chinese
27306,0YfaKianUidtlzT2PqTUbQ,Planet Thai,12600 SW Crescent St,Beaverton,97005,45.4908714,-122.8076049,3.5,,Thai
27341,2OWL5-TJxIj3XfSqKeOG3A,Albertina's Kitchen,424 NE 22nd Ave,Portland,97232,45.5260449,-122.6430258,5.0,,American (New)
27384,lk5-hHpqFsTVqVbIJRAiew,Sun Grill Teriyaki,421 NW Saltzman Rd,Portland,97229,45.5234712849,-122.8062617208,4.5,,Japanese
27394,EBE6CddnNVsmD02H4xHY1Q,MeKha Grill,4912 SE Division St,Portland,97206,45.5051624534,-122.6117680448,4.5,Don't be fooled by the two tiny tables out front - they have a large patio out back as well!,American (Traditional)
27417,424dZZImIrDTOyeRFta6Jw,Saithong Thai Fusion,710 SW 2nd Ave,Portland,97204,45.5177213,-122.6743843,4.0,,Vietnamese
27466,vMXnz8koOy1EkTaOZlVG8g,Pho Dalat,10232 NE Sandy Blvd,Portland,97220,45.558749399999996,-122.5569907,3.5,The place is not the cleanest. Germaphobes beware.,Chinese
27549,Ly0MTE94Nk4F-z5H0pJQiQ,Peter's Bar and Grill,5701 NE Fremont St,Portland,97213,45.548392,-122.604399,4.5,They need to put those biscuits and gravy on the regular menu. I'm obsessed.,American (Traditional)
27554,fhyZiY312TB2P9w-ZcT7xQ,On Deck Sports Bar & Grill,910 NW 14th Ave,Portland,97209,45.529576,-122.685362,3.0,I found their potato salad to be quite enjoyable,American (Traditional)
27583,d2I02ZzvfCHtcOoDaYszuw,Kwang Chow Restaurant,7980 SE King Rd,Portland,97222,45.446851,-122.5815927,3.0,"They now take cards!  Finally.
My go to place for many years.",Chinese
27643,JaFT6r3w3WrFIPVPeSSUdg,Burgatroyd,4233 N Mississippi Ave,Portland,97217,45.554373,-122.6758145,4.0,,American (Traditional)
27674,-tBCXprT_Fj8N8b5Q4B3BQ,The Big Dilla,7538 N Lombard St,Portland,97203,45.5881666,-122.7444808,5.0,Husband had the breakfast quesadilla and I the lunch. SO good.,American (New)
27686,oQb8qSoddfZmbrEfaNnjlA,Marinepolis Sushi Land,1409 NE Weidler St,Portland,97232,45.5344778,-122.6512095,3.0,,Japanese
27701,pnyZXRDg9gdYcRpGjXNwbQ,Pettygrove Station,1401 NW 19th Ave,Portland,97209,45.5329348,-122.690841,4.0,Pizza to go not so good. Bland.,Mediterranean
27703,ytw31Dq0F_U9WZU87O87XQ,Pho Thien Vietnamese Cuisine,10041 NE Glisan St,Portland,97220,45.5265299,-122.5599356,3.5,,Vietnamese
27708,lZ8K_vEvCCL1_4_eAN1NCg,Drunken Noodle,5907 N Lombard St,Portland,97203,45.5842251,-122.7283526,4.0,"My favorite Thai place in Portland. Down to Earth, great food, quick service.",Chinese
27725,l2Teq5Bm2BI-5tIag2kITQ,Cha Cha Cha Mexican Taqueria And Bar,3808 N Williams Ave,Portland,97212,45.550401,-122.666443,3.0,,Mexican
27771,es1uVr0QlXPI_mRoe9f2ew,Koji Osakaya,2838 SE 82nd Ave,Portland,97266,45.501653,-122.576803,3.0,,Japanese
27795,bUfWUUVqJkrcqKRZTNRabw,Caps & Corks,1000 NW 17th Ave,Portland,97209,45.5301172519,-122.6883172989,4.0,,American (New)
27831,5U_zmHupqEXdZglqHiQ0iA,Top Thai Kitchen,"330 N Marine Dr, Ste B",Portland,97217,45.6017534,-122.6698353,4.5,,Thai
27899,wlEV8uK53BYXf7lZEYBctA,HunnyMilk,1981 W Burnside St,Portland,97209,45.5232386,-122.6921151,4.0,The best!,American (New)
27924,NUiOOJML2GN3_34V-Pn3Sw,Burgerville,3432 SE 25th Ave,Portland,97202,45.4982970507,-122.6400286294,3.0,"Pretty good, love the shake, yummmmmmmmmmmmmmmmmmm",American (Traditional)
27958,MJ1qkJSFLWAil3DBh2-Eog,Flying Elephants at Montgomery Park,2701 NW Vaughn St,Portland,97210,45.5375454,-122.7078005,2.5,,American (New)
27971,jhaxQuv2unJnV-tS5wNyHg,Original Hotcake House,1002 SE Powell Blvd,Portland,97202,45.5011337,-122.6555763,3.5,Everything a diner should be,American (Traditional)
28112,NMFFsgYwVRMj3rGSWITAIg,Sushi Ichiban,24 NW Broadway,Portland,97209,45.5235213,-122.677122,4.0,Best salmon nigiri in... the USA I think.,Japanese
28150,CJ2TGeBSkxL9UIWwvyXnTg,Mekong Vietnamese Grill,7952 SE 13th Ave,Portland,97202,45.4662883,-122.6527557,4.0,,Vietnamese
28151,j80M21cv9xCxnXkz1z4tag,Sushi & Teriyaki,16937 SW 65th St,Lake Oswego,97035,45.3976142374,-122.7452589305,3.5,,Japanese
28161,IkREJf1f078kPgMjPS6gOQ,Sila Thai,7538 N Lombard St,Portland,97203,45.5881666,-122.7444808,4.5,,Thai
28237,NMsNXqbIYxKcLl6_lW6fYw,Fandango Restaurant & Cantina,12222 SE Stark St,Portland,97233,45.5187288,-122.5366793,2.5,,Mexican
28349,8cBHlU_EinqyAld1aAeNPA,Buffalo Wild Wings,"1200 NE Broadway St, Ste 20",Portland,97232,45.534652925,-122.6529121399,2.5,,American (New)
28429,9vz9ZuPtC0ud2U771MNKZQ,Vice Bar and Grill,2422 SE Hawthorne Blvd,Portland,97214,45.5119035,-122.6410246,4.0,,American (Traditional)
28474,MJuk7AH-iWZ804NBDcG96Q,Papaya Thai Restaurant,7202 SE Milwaukie Ave,Portland,97202,45.4723444,-122.6481962,3.5,,Thai
28542,rdTesjrA1E9EEiBsyEzALQ,Spice Thai Kitchen,1924 SW Broadway,Portland,97201,45.5102417,-122.684209,3.5,"FFF. The service was Friendly, the food was Fast and Flavorful.",Thai
28761,DtHsu_dWcgVkcaifLPxnlA,Los Temos Taqueria Milwaukie,17254 SE Mcloughlin Blvd,Portland,97267,45.3986848,-122.6178589,4.0,The best burrito you'll find in the Portland metro area!! You must try!,Mexican
28762,nZ9gAde4qhL-OdBDDf1f8A,Decoy,10710 NW Saint Helens Rd,Portland,97231,45.599037,-122.7857174,4.0,Good patty melt and onion rings!,American (New)
28794,hWRiLYsgukOruLooKesijw,Blue Moon Diner,20167 SW Tualatin Valley Hwy,Beaverton,97006,45.4965157687,-122.8845755383,4.0,Pancake was cold. It seemed to be cooked previous night.,American (Traditional)
28843,Iymhs82Zs5D7Jadkk4Ur6A,Los Michoacanos,14800 SE Stark St,Portland,97233,45.518907,-122.5101675,4.5,,Mexican
28845,Nxe8WCcTLbvKg6rO-WDklQ,Esparza's Tex-Mex Cafe,2725 SE Ankeny St,Portland,97214,45.522294,-122.637589,3.5,,Mexican
28852,zt_Dy0aW6LLY_k2Uo-TxDw,Santería,703 SW Ankeny St,Portland,97205,45.5227091,-122.6780149,4.0,A great place. Superb food. Friendly staff. Excellent. Many vegan options.,Mexican
28901,Lumb46k_XewJWjdT8vE61A,Taco King Mexican Grill,,Portland,97214,45.5113506,-122.6456739,4.0,,Mexican
28921,YamBaAjEaCueu5ZgUEElOA,Mississippi Station,3939 N Mississippi,Portland,97227,45.5514269,-122.6758426,3.5,,American (Traditional)
28974,3t3Jxq8EMqX3VA_qG6tN4g,Sizzler,3737 SE 82nd Ave,Portland,97266,45.4950627,-122.5790939,2.5,,American (Traditional)
29013,jlzVZ0qiFDCdEZ3aa6YvQg,Pho Nam,15035 SW Barrows Rd,Beaverton,97007,45.4293865604,-122.8309301207,4.0,"If you like ramen, then definitely try their BBQ Pork and Egg Noodle Soup (Mi Xa Xiu). It's extremely flavorful and an excellent alternative if you want to try something different than pho.",Thai
29046,63o0KvrnCoZntAPR_E7QVQ,Kurata,450 5th St,Lake Oswego,97034,45.4206908,-122.6693659,4.0,Very good sushi!,Japanese
29083,GSW508Gb5ugE6ZHCqeuwUg,Don Kamaron,16246 SE Stark St,Portland,97233,45.5188614,-122.4952468,4.0,YUM,Mexican
29111,dpUMrsEepkWrK3lTMX0pRQ,Island Cafe,250 NE Tomahawk Island Dr,Portland,97217,45.60359,-122.66339,4.0,"Great service, delicious food, beautiful view!",American (Traditional)
29120,jHuFBylv2xCXZltNPDdKng,My Thai Bistro,3500 SE Hawthorne Blvd,Portland,97214,45.5119256,-122.6284971,4.0,,Thai
29124,nbjean9RG4nVGnjo4EccxA,Yen's Chinese Restaurant,12265 SW Main St,Tigard,97223,45.4313929,-122.7703522,3.5,Great food and quantity for the price,Chinese
29166,UH6eiqO_wFaWh4OH1DJcpg,Big-Ass Sandwiches,5663 NE Glisan St,Portland,97213,45.526731,-122.604998,3.5,,American (New)
29171,mNSNd3RY7kamIDKyw0hHpQ,What's The Scoop?,3540 N Williams Ave,Portland,97227,45.5489817156,-122.6665197543,4.0,"Great ice cream, very sweet worker! 10/10 would recommend!",American (Traditional)
29213,CeDjZ2bl0CsaFuHvuJS1ew,Pho Binh Minh,"11945 SW Pacific Hwy, Ste 242",Portland,97223,45.4339504,-122.7652291,3.0,,Vietnamese
29243,KY6U5-yjysoOBOrfnDBLHw,Concordia Ale House,3276 NE Killingsworth St,Portland,97211,45.5625483,-122.6310868,3.5,,American (Traditional)
29261,vrn5qBAmwF_qHiK2BtJ50w,Mary's Club,129 SW Broadway,Portland,97205,45.5227709,-122.6778636,3.5,,Mexican
29269,SdnJuGi1mQhoCh7UgncfxQ,Fuller's Coffee Shop,136 NW 9th Ave,Portland,97209,45.5242928,-122.6797846,4.0,Yum! We also got Huevos Rancheros. No complaints here! Clearly a staple in the Pearl,American (Traditional)
29284,b_oVyExZk-QrnZOWX5sXhA,Baiyok Thai Cuisine,150 NE 82nd Ave,Portland,97220,45.524294,-122.578803,4.0,,Thai
29302,3M3-qGovXS-tGF-jMWY-CA,Sushi & Maki,"10822 SE 82nd Ave, Ste L",Portland,97086,45.4448674,-122.5771492,4.0,Aewsome sushi dragon roll and sides are the best super kind service,Japanese
29304,BUAqDt6h5oVtmCAQwmNGcA,Stella Taco,2940 NE Alberta St,Portland,97211,45.5588858,-122.6350114,3.5,Nachos and mango margarita delish!!,Mexican
29305,6y1Fly49Ggc3rD2Go5g4Lw,Azteca Mexican Restaurant,10505 SW Beaverton-Hillsdale Rd,Beaverton,97005,45.4870171,-122.78504,3.5,Excellent service and food. Very friendly staff! I highly recommend this place!,Mexican
29333,muRuTT70YKHgd46zPU6NYg,Sagittarius,2710 N Killingsworth St,Portland,97217,45.5626104,-122.69486,4.0,,American (Traditional)
29353,xZSCejglTwAop9TbN2cWWA,Woodstock Teriyaki,4310 SE Woodstock Blvd,Portland,97206,45.4791459,-122.6183865,2.5,,Japanese
29379,Vp1kiliceNp6_K8tkRCTCg,La Cocina Restaurant,3901 N Williams Ave,Portland,97227,45.550892,-122.667025,4.0,seafood taco is HOTTTTTTT.,Mexican
29399,NDyx6d5639qT8Lw4mDFg0Q,Wa Kitchen Kuu,125 NE Martin Luther King Jr Blvd,Portland,97232,45.5238747,-122.6620274,4.5,Ultimate yummo. Food was just perfect.,Japanese
29445,XTRU0oWTxh4R8XcjGref8w,Tosis Restaurant,6120 NE Sandy Blvd,Portland,97213,45.5439001,-122.5995999,3.0,,American (Traditional)
29525,VAf2QAHSA8fbzvgprB-Emw,Shogun Noodle,2838 SE 82nd Ave,Portland,97266,45.501653,-122.576803,3.5,,Japanese
29681,ccsaDHSsbJJsRwSRIUNjuA,Good World Chinese Restaurant,10721 NE Sandy Blvd,Portland,97220,45.5588711,-122.5521203,3.5,,Chinese
29690,_LyLx6kzm6JPjG5y5TZbTQ,Ramen Ippo,1845 NW 23rd Pl,Portland,97210,45.536227,-122.7000932,4.5,Great food and speedy service. I'm be eating here often,Japanese
29766,lK-I8qZGu_ne56maS5im3Q,Fire on the Mountain,4225 N Interstate Ave,Portland,97217,45.5541179683,-122.6819765568,3.5,"What a pain.  You can't call to order, online not accepting orders.",American (Traditional)
29774,m8H4SDySCCNcq4LPHnr1mQ,Grand Cafe American Restaurant & Bar,832 SE Grand Ave,Portland,97214,45.5166496,-122.6604043,2.0,,American (New)
29807,cZUo9o_zABcU6Hj0_D1j0w,Pho Wah,3645 SW Hall Blvd,Beaverton,97005,45.4935106,-122.8075045,3.5,,Vietnamese
29809,E5et9Z2nHo_9_6NiF5yQ9w,Woks Up Beach Volleyball,17527 SE Stark St,Portland,97233,45.5194272,-122.4825755,4.0,,Chinese
29902,NhJVmAdZqEiP1Zfr3-LezQ,Honky Tonk Taco,3384 SE Division St,Portland,97202,45.5045639,-122.6298797,3.0,,Mexican
29908,wmPAEUwk-MyTjp4qC9MRBA,Bon Teriyaki,10308 SE Washington St,Portland,97216,45.5179319,-122.5573978,3.5,,Japanese
29916,YJiRdwe4lgV1lNEPkNLcCA,BaRa Sushi House,"2625 SE 21st Ave, Unit B",Portland,97202,45.5036895,-122.6448422,3.5,,Japanese
29979,x4sq4nYqjmeItcGjm8vLbw,Living Room Theaters,341 SW 10th Ave,Portland,97205,45.5223194,-122.6813545,4.0,The best,American (New)
30034,OsML9ijOkYRCOrwBaV3dZA,Popeyes Louisiana Kitchen,14611 SE McLoughlin Blvd,Portland,97267,45.417141,-122.6332788,2.0,I love this place,American (Traditional)
30060,q2UFu4CawKYBRT218sCTig,Angelina's Greek Gyros,112 NW Couch St,Portland,97209,45.523815,-122.67161,4.5,,Mediterranean
30081,bzE_t2fKKHF6QZvj6lL6AQ,The Central Hotel,8608 N Lombard St,Portland,97203,45.5899890837,-122.7548416672,3.5,,American (New)
30119,qnLOj8NrUQNyKh3bwshJTw,Thai Apsara,11793 SW Beaverton Hilldales Hwy,Beaverton,97005,45.4881778415,-122.7984380722,3.5,.,Thai
30133,MzxZ8i_w32yjkuiI-9Bh8A,Thai BBQ,4811 SE Powell Blvd,Portland,97206,45.497735,-122.61328,4.0,Delicious and authentic food- :),Thai
30146,mOJqQZIwCsQuzkaGsAb4kg,La Catrina,1235 SW Jefferson St,Portland,97201,45.5167262,-122.6869077,2.5,,Mexican
30160,y0RNIBpDipzDVlq5lF62Ow,Bro-Dogs + Burgers,719 SE Morrison St,Portland,97214,45.5173932,-122.6580624,5.0,,American (New)
30167,x2v-vBC17E5NOf3CqBEG1w,Maria Bonita Mexican Grill,3893 SW Hall Blvd,Beaverton,97005,45.492124,-122.8066634,4.0,Great Mexican food! Big portions mean leftovers for lunch the next day!,Mexican
30191,sCTbOX61Jhcb-4gWvINgug,Fern Kitchen,2311 SE 50th Ave,Portland,97215,45.5063543,-122.6113391,4.0,Please reopen for takeout we miss you,American (New)
30217,h9ECxWdzwOslExaNOVHT8g,Giant Gyros Mediterranean Food,10115 SW Nimbus Ave,Tigard,97223,45.4465989,-122.7904975,3.5,"This place was amazing, but I'm not sure it's still open. Unfortunately.",Mediterranean
30279,kR3QCLIxVJ4nfYzIQa9mAg,Putter's Bar & Grill,7305 SE Woodstock Blvd,Portland,97206,45.4798091,-122.5878146,3.5,,American (Traditional)
30282,z6zwhYfTjnA7m0bmQxJPNQ,Tarad Thai,601 SE Morrison St,Portland,97214,45.5173581053,-122.6596010854,4.0,"FYI. The prices on the website aren't correct. Pointed out that I was charged more when I went to pick up my take out order, yet they wouldn't honor their listed price.",Thai
30283,TjGQo2e8UKWxzZHTuOeaAg,The Ambassador Restaurant,4744 NE Sandy Blvd,Portland,97213,45.5384205,-122.6141817,3.0,,Chinese
30366,9mq-5ps1gNuwwkjvlW8rPQ,Rose's Restaurant & Bakery,1200 NE Broadway,Portland,97232,45.5346817,-122.6528156,2.0,,American (Traditional)
30440,Am9IVkBO0PXKN_Vx33aL5Q,Casa Pequena Taqueria,"430 5th St, Ste A",Lake Oswego,97034,45.4204041,-122.6693541,4.5,Slather your meal with their delicious hot sauces.,Mexican
30465,simVdSlySRDEIWaAXiDOfQ,La Neta,15 NW 4th Ave,Portland,97209,45.5234861,-122.6745926,3.5,So so food great service,Mexican
30477,9hM3xRci3qGp6O7dxdq9Lw,Gonzalez Taqueria,1540 N Killingsworth St,Portland,97217,45.5625127,-122.6832221,4.5,Best carnitas burrito I've ever had,Mexican
30490,gUjYIhat7LI18_7lUcX-Lg,Teriyaki Beef Bowl,421 NW Saltzman Rd,Portland,97229,45.5235837,-122.8065729,4.0,,Japanese
30491,NFnSQjZr763o2-6I1MuHbQ,Thien Hoang Restaurant,"8001 SE Powell Blvd, Ste K",Portland,97206,45.4988324915,-122.5798123592,3.5,Reheated frozen potstickers is not real postickers FYI,Chinese
30500,GLKLxN4WbcSQNg3fGoX8bw,Saigon Kitchen,5th Ave & Main St,Portland,97201,45.5159861994,-122.6790473555,4.0,,Thai
30534,mYkKC-kInjWERxIhpQ1R5Q,La Sen Vietnamese Grill,13227 SW Canyon Rd,Beaverton,97005,45.489069,-122.8131199,4.5,,Vietnamese
